Landelijke_bag_id,Openbare_ruimte_id,Nummeraanduiding_id,Adresseerbaar_object_id,Pand_id,Kadastraal_object_id,Zakelijk_recht_id,Kadastraal_subject_id,Transactie_id,Adresseerbaar_object_type,Straatcode,Naam_officieel,Naam_nen,Naam_ptt,Huisnummer,Huisletter,Toevoeging,Postcode,Gebruiksdoel,Aantal_kamers,Woonoppervlak,Indicatie_nevenadres,Documentmutatiedatum,Documentmutatienummer,Bouwlaagtoegang,Aantal_bouwlagen,Type_woonobject_oms,Eigendomsverhouding,Financieringswijze,Feitelijk_gebruik,Ligging_gebouw,Status_nummeraanduiding,Nummeraanduiding_vervallen,Nummeraanduiding_ingangsdatum,Nummeraanduiding_einddatum,Status_adresseerbaar_object,Aot_x_coordinaat,Aot_y_coordinaat,Oorspronkelijk_bouwjaar,Kadgemkode,Sektielt,Konr,Kolt,Koindex,Perceeloppervlak,Ddtransakt,Zakelijkrecht,Aandeel,Ffkoopsom,Subjekt_oms,,
363010000599843,3630000003057,3630000062174,3630000599843,3630013053671,45425,77970,24759,1161999,vbo,6238,Burgemeester Röellstraat,Burgemeester Roellstraat,BURG ROELLSTR,1,,2,1064 BK,Best-woning,4,65,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-59,,Verblijfsobject in gebruik,117313,487389,1959,STN02,D,5645,G,0,517,24-12-02,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000599854,3630000003057,3630000062185,3630000599854,3630013053671,45425,77970,24759,1161999,vbo,6238,Burgemeester Röellstraat,Burgemeester Roellstraat,BURG ROELLSTR,1,,1,1064 BK,Best-woning,3,58,nee,04-02-13,GV00001616_AC00AC,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-59,,Verblijfsobject in gebruik,117309,487389,1959,STN02,D,5645,G,0,517,24-12-02,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000599857,3630000003057,3630000062188,3630000599857,3630013053671,45425,77970,24759,1161999,vbo,6238,Burgemeester Röellstraat,Burgemeester Roellstraat,BURG ROELLSTR,1,,4,1064 BK,Best-woning,3,58,nee,04-02-13,GV00001616_AC00AC,4,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-59,,Verblijfsobject in gebruik,117309,487389,1959,STN02,D,5645,G,0,517,24-12-02,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000593795,3630000002997,3630000056151,3630000593795,3630013009601,423461,2302324,20863,1335549,vbo,5290,Bosplaat,Bosplaat,BOSPLAAT,1,,,1025 AT,Best-woning,5,133,nee,09-09-10,GV00000406,0,2,Eengezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-75,,Verblijfsobject in gebruik,125020,490236,1975,ASD31,AL,968,G,0,242,02-07-10,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Al,,
363010000593795,3630000002997,3630000056151,3630000593795,3630013009601,423449,2302322,20863,1335258,vbo,5290,Bosplaat,Bosplaat,BOSPLAAT,1,,,1025 AT,Best-woning,5,133,nee,09-09-10,GV00000406,0,2,Eengezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-75,,Verblijfsobject in gebruik,125020,490236,1975,ASD31,AL,956,G,0,19,02-07-10,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Al,,
363010000557905,3630000002628,3630000020766,3630000557905,3630013032908,225566,2531551,24759,1470895,vbo,1228,Aart van der Leeuwstraat,Aart van der Leeuwstraat,A VD LEEUWSTR,1,,,1064 BT,Best-woning,4,72,nee,04-02-13,GV00001616_AC00AC,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-53,,Verblijfsobject in gebruik,117176,487696,1953,STN02,D,9534,G,0,1,02-08-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000557905,3630000002628,3630000020766,3630000557905,3630013032908,225498,2531548,24759,1470894,vbo,1228,Aart van der Leeuwstraat,Aart van der Leeuwstraat,A VD LEEUWSTR,1,,,1064 BT,Best-woning,4,72,nee,04-02-13,GV00001616_AC00AC,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-53,,Verblijfsobject in gebruik,117176,487696,1953,STN02,D,9507,G,0,62,02-08-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000560825,3630000002646,3630000023673,3630000560825,3630013022989,437581,143945,24759,1068286,vbo,1457,Admiralengracht,Admiralengracht,ADMIRALENGR,1,,H,1057 EZ,Best-woning,3,42,nee,04-02-13,GV00001616_AC00AC,0,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-24,,Verblijfsobject in gebruik,118985,486544,1924,STN02,C,5851,G,0,120,16-12-92,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000588366,3630000002955,3630000050791,3630000588366,3630012959750,270335,516703,20862,480741,vbo,4774,Bleijenbeek,Bleijenbeek,BLEYENBEEK,1,,,1083 AH,Best-woning,7,174,nee,26-06-07,SW00000134,99,3,Eengezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-62,,Verblijfsobject in gebruik,120967,481886,1962,ASD30,AK,1604,G,0,162,10-08-07,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ak,,
363010000628555,3630000002796,3630000090831,3630000628555,3630013050975,473109,1954505,24759,264727,vbo,10596,Eduard Jacobshof,Eduard Jacobshof,E JACOBSHOF,1,,,1068 VX,Best-woning,4,62,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-60,,Verblijfsobject in gebruik,115999,485157,1960,STN02,D,9148,G,0,28,01-06-05,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000628555,3630000002796,3630000090831,3630000628555,3630013050975,476729,1976863,24759,312223,vbo,10596,Eduard Jacobshof,Eduard Jacobshof,E JACOBSHOF,1,,,1068 VX,Best-woning,4,62,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-60,,Verblijfsobject in gebruik,115999,485157,1960,STN02,D,8562,G,0,67,01-06-05,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000599842,3630000003057,3630000062173,3630000599842,3630013053671,45425,77970,24759,1161999,vbo,6238,Burgemeester Röellstraat,Burgemeester Roellstraat,BURG ROELLSTR,1,,1,1064 BK,Best-woning,4,65,nee,04-02-13,GV00001616_AC00AC,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-59,,Verblijfsobject in gebruik,117313,487389,1959,STN02,D,5645,G,0,517,24-12-02,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000599827,3630000003057,3630000062158,3630000599827,3630013053671,45425,77970,24759,1161999,vbo,6238,Burgemeester Röellstraat,Burgemeester Roellstraat,BURG ROELLSTR,1,,2,1064 BJ,Best-woning,3,58,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-59,,Verblijfsobject in gebruik,117326,487385,1959,STN02,D,5645,G,0,517,24-12-02,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000610014,3630000003147,3630000072282,3630000610014,3630013088536,170683,2673992,24759,1558446,vbo,7730,Cornelis Roobolstraat,Cornelis Roobolstraat,C ROOBOLSTR,1,,,1067 AJ,Best-woning,5,87,nee,04-02-13,GV00001616_AC00AC,0,2,Eengezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-56,,Verblijfsobject in gebruik,115342,488545,1956,STN02,I,3525,G,0,147,16-10-13,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010001003561,3630000002864,3630000097243,3630001003561,3630012991305,139251,1759713,20853,1004607,vbo,11525,Fannius Scholtenstraat,Fannius Scholtenstraat,F SCHOLTENSTR,1,,1,1051 EX,Best-woning,4,82,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120006,488647,1902,ASD21,Y,2545,G,0,100,07-04-93,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Y,,
363010001003561,3630000002864,3630000097243,3630001003561,3630012991305,146003,1779526,1246,976373,vbo,11525,Fannius Scholtenstraat,Fannius Scholtenstraat,F SCHOLTENSTR,1,,1,1051 EX,Best-woning,4,82,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120006,488647,1902,ASD21,Y,153,G,0,74,07-04-93,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam,,
363010000616209,3630000003205,3630000078402,3630000616209,3630013070776,511151,2455994,24759,1416138,vbo,8451,De Biezenhof,De Biezenhof,DE BIEZENHOF,1,,,1069 TX,Best-woning,5,99,nee,04-02-13,GV00001616_AC00AC,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-65,,Verblijfsobject in gebruik,113565,485583,1965,STN02,G,5797,G,0,113,16-01-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000604490,3630000003099,3630000066845,3630000604490,3630013094288,276933,2566767,20854,1494946,vbo,7099,Chopinstraat,Chopinstraat,CHOPINSTR,1,,,1077 GM,Best-woning,7,239,nee,08-03-13,SK00001763,0,5,Eengezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-30,,Verblijfsobject in gebruik (niet ingemeten),120337,484521,1930,ASD22,Z,1311,G,0,167,18-12-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Z,,
363010000647590,3630000003726,3630000109886,3630000647590,3630013122867,474192,2695298,24759,1569224,vbo,13110,Gorsstraat,Gorsstraat,GORSSTR,1,,,1069 VX,Best-woning,4,82,nee,09-09-10,GV00000406,0,3,Eengezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-64,,Verblijfsobject in gebruik,113911,485539,1964,STN02,G,5186,G,0,107,28-11-13,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000610116,3630000003149,3630000072389,3630000610116,3630012969333,142128,1680421,115161,849037,vbo,7757,Cornelis Schuytstraat,Cornelis Schuytstraat,C SCHUYTSTR,1,,1,1071 JJ,Best-woning,6,147,nee,04-02-13,GV00001616_AC00AC,1,3,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,119841,485369,1899,ASD17,U,2929,G,0,100,07-08-90,Eigendom,1-jan.,100000,Vereniging Van Eigenaren Van Het Perceel Cornelis Schuytstraat  26 Te Amsterdam,,
363010000610124,3630000003149,3630000072395,3630000610124,3630013013513,142129,1680424,73867,849040,vbo,7757,Cornelis Schuytstraat,Cornelis Schuytstraat,C SCHUYTSTR,1,,2,1071 JJ,Best-woning,4,110,nee,04-02-13,GV00001616_AC00AC,2,2,Meergezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,119843,485364,1899,ASD17,U,2930,G,0,100,20-08-91,Eigendom,1-jan.,100000,Vve Corn.Schuytstr.28 Te Amsterdam,,
363010000610020,3630000003147,3630000072288,3630000610020,3630013072483,170605,2071832,24759,368049,vbo,7730,Cornelis Roobolstraat,Cornelis Roobolstraat,C ROOBOLSTR,1,,,1067 AG,Best-woning,6,83,nee,04-02-13,GV00001616_AC00AC,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-55,,Verblijfsobject in gebruik,115308,488496,1955,STN02,I,3447,G,0,114,02-09-05,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000694417,3630000003513,3630000156166,3630000694417,3630013052482,408889,599583,20846,554611,vbo,18465,Johannes Vermeerstraat,Johannes Vermeerstraat,J VERMEERSTR,1,,,1071 DK,Best-woning,11,525,nee,04-02-13,GV00001616_AC00AC,0,4,Onbekend,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-13,,Verblijfsobject in gebruik,120743,485589,1913,ASD14,R,4986,G,0,222,11-01-08,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam R,,
363010000680208,3630000003404,3630000141882,3630000680208,3630013070668,9019,1218859,164647,763038,vbo,17094,Jacob van Lennepkade,Jacob van Lennepkade,J V LENNEPKD,1,,2,1054 ZE,Best-woning,3,160,nee,09-08-12,GV00001551,2,2,Meergezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120169,486581,1887,ASD13,Q,1979,G,0,113,15-08-96,Eigendom,1-jan.,100000,"Vereniging Van Eigenaren ""Divine""",,
363010000660447,3630000003355,3630000122535,3630000660447,3630013075804,315768,240002,139894,1241587,vbo,14567,Heemstedestraat,Heemstedestraat,HEEMSTEDESTR,1,,3,1058 NM,Best-woning,4,54,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-28,,Verblijfsobject in gebruik,118290,485007,1928,STN02,O,2863,A,23,,17-09-96,Eigendom,1-jan.,100000,Vve.V/H Gebouw Heemstedestraat 20-28 Te Amsterdam,,
363010000660447,3630000003355,3630000122535,3630000660447,3630013075804,308292,295146,198119,1220218,vbo,14567,Heemstedestraat,Heemstedestraat,HEEMSTEDESTR,1,,3,1058 NM,Best-woning,4,54,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-28,,Verblijfsobject in gebruik,118290,485007,1928,STN02,O,10,G,0,686,17-09-96,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Van Het Gebouw Heemstedestr 20-28 (Even Nummers) Te Amsterdam,,
363010000660447,3630000003355,3630000122535,3630000660447,3630013075804,308292,295146,198119,1220218,vbo,14567,Heemstedestraat,Heemstedestraat,HEEMSTEDESTR,1,,3,1058 NM,Best-woning,4,54,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-28,,Verblijfsobject in gebruik,118290,485007,1928,STN02,O,10,G,0,686,17-09-96,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Van Het Gebouw Heemstedestr 20-28 (Even Nummers) Te Amsterdam,,
363010000660454,3630000003355,3630000122542,3630000660454,3630012987927,315768,240002,139894,1241587,vbo,14567,Heemstedestraat,Heemstedestraat,HEEMSTEDESTR,1,,3,1058 NM,Best-woning,4,54,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-28,,Verblijfsobject in gebruik,118284,485006,1928,STN02,O,2863,A,23,,17-09-96,Eigendom,1-jan.,100000,Vve.V/H Gebouw Heemstedestraat 20-28 Te Amsterdam,,
363010000660454,3630000003355,3630000122542,3630000660454,3630012987927,308292,295146,198119,1220218,vbo,14567,Heemstedestraat,Heemstedestraat,HEEMSTEDESTR,1,,3,1058 NM,Best-woning,4,54,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-28,,Verblijfsobject in gebruik,118284,485006,1928,STN02,O,10,G,0,686,17-09-96,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Van Het Gebouw Heemstedestr 20-28 (Even Nummers) Te Amsterdam,,
363010000660454,3630000003355,3630000122542,3630000660454,3630012987927,308292,295146,198119,1220218,vbo,14567,Heemstedestraat,Heemstedestraat,HEEMSTEDESTR,1,,3,1058 NM,Best-woning,4,54,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-28,,Verblijfsobject in gebruik,118284,485006,1928,STN02,O,10,G,0,686,17-09-96,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Van Het Gebouw Heemstedestr 20-28 (Even Nummers) Te Amsterdam,,
363010000683004,3630000003412,3630000144744,3630000683004,3630013071036,189019,300092,1246,1205355,vbo,17183,James Cookstraat,James Cookstraat,J COOKSTR,1,,2,1056 RX,Best-woning,3,47,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-26,,Verblijfsobject in gebruik,118548,487274,1926,STN02,L,2818,G,0,480,03-11-93,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000683023,3630000003412,3630000144763,3630000683023,3630013026335,161363,247273,1246,1230698,vbo,17183,James Cookstraat,James Cookstraat,J COOKSTR,1,,1,1056 SB,Best-woning,4,47,nee,04-02-13,GV00001616_AC00AC,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-26,,Verblijfsobject in gebruik,118573,487256,1926,STN02,L,1380,G,0,120,12-01-90,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000650647,3630000003746,3630000112848,3630000650647,3630013005155,102390,2318069,24759,1336180,vbo,13390,Griendstraat,Griendstraat,GRIENDSTR,1,,,1069 VA,Best-woning,6,99,nee,04-02-13,GV00001616_AC00AC,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-65,,Verblijfsobject in gebruik,113637,485616,1965,STN02,G,5267,G,0,109,09-09-10,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000667704,3630000003558,3630000129689,3630000667704,3630012989864,408942,1571348,99477,763604,vbo,15512,Hobbemakade,Hobbemakade,HOBBEMAKD,1,,H,1071 XK,Best-woning,5,152,nee,04-02-13,GV00001616_AC00AC,99,3,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-12,,Verblijfsobject in gebruik,120860,485598,1912,ASD14,R,5092,G,0,215,01-09-89,Recht van erfpacht,1-jan.,100000,Exploitatie Vereniging Hobbemakade 26 Te Amsterdam,,
363010000667704,3630000003558,3630000129689,3630000667704,3630012989864,408942,1571347,1246,763604,vbo,15512,Hobbemakade,Hobbemakade,HOBBEMAKD,1,,H,1071 XK,Best-woning,5,152,nee,04-02-13,GV00001616_AC00AC,99,3,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-12,,Verblijfsobject in gebruik,120860,485598,1912,ASD14,R,5092,G,0,215,01-09-89,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam,,
363010000691664,3630000003483,3630000153641,3630000691664,3630013095918,44072,2482701,24759,1439845,vbo,18112,Johan Braakensiekhof,Johan Braakensiekhof,J BRAAKENSIEKHOF,1,,,1068 KK,Best-woning,5,157,nee,09-09-10,GV00000406,0,2,Eengezinswoning,eigendom,Ongesubsidieerde bouw,woning,vrijstaand gebouw,naamgeving uitgegeven,N,01-01-66,,Verblijfsobject in gebruik,116087,485058,1966,STN02,D,4972,G,0,480,02-03-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000712117,3630000004056,3630000173144,3630000712117,3630013037078,385152,1240694,79190,756266,vbo,20621,Kraijenhoffstraat,Kraijenhoffstraat,KRAYENHOFFSTR,1,,1,1018 RL,Best-woning,2,39,nee,09-09-10,GV00000406,1,1,Meergezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-36,,Verblijfsobject in gebruik,123849,486918,1936,ASD10,N,3137,G,0,229,28-01-94,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Van Het Gebouw Krayenhoffstraat 24-30  Beneden Te Amsterdam,,
363010000712119,3630000004056,3630000173146,3630000712119,3630013037078,385152,1240694,79190,756266,vbo,20621,Kraijenhoffstraat,Kraijenhoffstraat,KRAYENHOFFSTR,1,,3,1018 RL,Best-woning,2,38,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-36,,Verblijfsobject in gebruik,123849,486918,1936,ASD10,N,3137,G,0,229,28-01-94,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Van Het Gebouw Krayenhoffstraat 24-30  Beneden Te Amsterdam,,
363010000695257,3630000003927,3630000157017,3630000695257,3630013055751,444978,505822,289716,542442,vbo,18600,Joos Banckersweg,Joos Banckersweg,J BANCKERSWG,1,,1,1056 ER,Best-woning,4,73,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-39,,Verblijfsobject in gebruik,118914,487723,1939,STN02,C,10820,A,95,,20-12-07,Eigendom,1-jan.,100000,Rvg Beleggingen Amsterdam B.V.,,
363010000695258,3630000003927,3630000157018,3630000695258,3630013055751,444979,505823,289716,542443,vbo,18600,Joos Banckersweg,Joos Banckersweg,J BANCKERSWG,1,,2,1056 ER,Best-woning,4,73,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-39,,Verblijfsobject in gebruik,118914,487723,1939,STN02,C,10820,A,96,,20-12-07,Eigendom,1-jan.,100000,Rvg Beleggingen Amsterdam B.V.,,
363010000695282,3630000003927,3630000157042,3630000695282,3630013099274,445003,505839,289716,542459,vbo,18600,Joos Banckersweg,Joos Banckersweg,J BANCKERSWG,1,,H,1056 ER,Best-woning,4,67,nee,04-02-13,GV00001616_AC00AC,0,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-39,,Verblijfsobject in gebruik,118920,487766,1939,STN02,C,10820,A,120,,20-12-07,Eigendom,1-jan.,100000,Rvg Beleggingen Amsterdam B.V.,,
363010000715709,3630000004103,3630000176660,3630000715709,3630012979966,120051,2367811,20850,1367940,vbo,21180,Kuinderstraat,Kuinderstraat,KUINDERSTR,1,,2,1079 DH,Best-woning,4,54,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-34,,Verblijfsobject in gebruik,122209,483890,1934,ASD18,V,8038,G,0,138,15-02-11,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam V,,
363010000715714,3630000004103,3630000176665,3630000715714,3630013011232,120052,2367813,20850,1365080,vbo,21180,Kuinderstraat,Kuinderstraat,KUINDERSTR,1,,H,1079 DH,Best-woning,3,57,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-34,,Verblijfsobject in gebruik,122211,483884,1934,ASD18,V,8039,G,0,137,15-02-11,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam V,,
363010000732977,3630000004240,3630000193961,3630000732977,3630013092709,437528,106998,1246,1063626,vbo,23051,Magalhaensplein,Magalhaensplein,MAGALHAENSPLN,1,,1,1057 VE,Best-woning,4,47,nee,04-02-13,GV00001616_AC00AC,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-24,,Verblijfsobject in gebruik,118621,486778,1924,STN02,C,5797,G,0,119,03-02-92,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000732962,3630000004240,3630000193946,3630000732962,3630013030828,437528,106998,1246,1063626,vbo,23051,Magalhaensplein,Magalhaensplein,MAGALHAENSPLN,1,,1,1057 VE,Best-woning,4,48,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-24,,Verblijfsobject in gebruik,118628,486761,1924,STN02,C,5797,G,0,119,03-02-92,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000715717,3630000004103,3630000176668,3630000715717,3630013011232,120052,2367813,20850,1365080,vbo,21180,Kuinderstraat,Kuinderstraat,KUINDERSTR,1,,3,1079 DH,Best-woning,4,54,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-34,,Verblijfsobject in gebruik,122211,483884,1934,ASD18,V,8039,G,0,137,15-02-11,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam V,,
363010000698859,3630000003966,3630000160491,3630000698859,3630013118138,273958,1809560,20856,967573,vbo,19194,Karperstraat,Karperstraat,KARPERSTR,1,,1,1075 KX,Best-woning,3,44,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-29,,Verblijfsobject in gebruik,118836,484567,1929,ASD24,AC,651,G,0,2658,20-01-95,Eigendom bel. met recht van erfpacht,1-jan.,100000,Gemeente Amsterdam Ac,,
363010000713249,3630000004059,3630000174240,3630000713249,3630012982965,152827,1664232,20850,1007300,vbo,20664,Krammerstraat,Krammerstraat,KRAMMERSTR,1,,2,1078 KG,Best-woning,4,71,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-29,,Verblijfsobject in gebruik,120953,484256,1929,ASD18,V,6915,G,0,105,05-01-93,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam V,,
363010000713235,3630000004059,3630000174226,3630000713235,3630013117352,152825,1664218,20850,1007294,vbo,20664,Krammerstraat,Krammerstraat,KRAMMERSTR,1,,H,1078 KG,Best-woning,4,73,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-29,,Verblijfsobject in gebruik,120955,484273,1929,ASD18,V,6913,G,0,155,05-01-93,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam V,,
