Landelijke_bag_id,Openbare_ruimte_id,Nummeraanduiding_id,Adresseerbaar_object_id,Pand_id,Kadastraal_object_id,Zakelijk_recht_id,Kadastraal_subject_id,Transactie_id,Adresseerbaar_object_type,Straatcode,Naam_officieel,Naam_nen,Naam_ptt,Huisnummer,Huisletter,Toevoeging,Postcode,Gebruiksdoel,Aantal_kamers,Woonoppervlak,Indicatie_nevenadres,Documentmutatiedatum,Documentmutatienummer,Bouwlaagtoegang,Aantal_bouwlagen,Type_woonobject_oms,Eigendomsverhouding,Financieringswijze,Feitelijk_gebruik,Ligging_gebouw,Status_nummeraanduiding,Nummeraanduiding_vervallen,Nummeraanduiding_ingangsdatum,Nummeraanduiding_einddatum,Status_adresseerbaar_object,Aot_x_coordinaat,Aot_y_coordinaat,Oorspronkelijk_bouwjaar,Kadgemkode,Sektielt,Konr,Kolt,Koindex,Perceeloppervlak,Ddtransakt,Zakelijkrecht,Aandeel,Ffkoopsom,Subjekt_oms,,
363010000730282,3630000004229,3630000191203,3630000730282,3630013035171,126230,1707535,1246,832704,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,H,1072 JM,Best-woning,3,60,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5905,G,0,158,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000730282,3630000004229,3630000191203,3630000730282,3630013035171,126231,1707540,1246,832707,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,H,1072 JM,Best-woning,3,60,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5906,G,0,150,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000730282,3630000004229,3630000191203,3630000730282,3630013035171,126232,1707545,1246,832710,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,H,1072 JM,Best-woning,3,60,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5907,G,0,149,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000730282,3630000004229,3630000191203,3630000730282,3630013035171,126228,1707525,1246,832698,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,H,1072 JM,Best-woning,3,60,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5903,G,0,137,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000730283,3630000004229,3630000191204,3630000730283,3630013035171,126231,1707540,1246,832707,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,1,1072 JM,Best-woning,3,57,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5906,G,0,150,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000730283,3630000004229,3630000191204,3630000730283,3630013035171,126232,1707545,1246,832710,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,1,1072 JM,Best-woning,3,57,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5907,G,0,149,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000730283,3630000004229,3630000191204,3630000730283,3630013035171,126230,1707535,1246,832704,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,1,1072 JM,Best-woning,3,57,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5905,G,0,158,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000730283,3630000004229,3630000191204,3630000730283,3630013035171,126229,1707530,1246,832701,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,1,1072 JM,Best-woning,3,57,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5904,G,0,149,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000730283,3630000004229,3630000191204,3630000730283,3630013035171,126228,1707525,1246,832698,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,1,1072 JM,Best-woning,3,57,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121356,484863,1922,ASD18,V,5903,G,0,137,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000729699,3630000004223,3630000190607,3630000729699,3630013053453,178379,576792,289716,539316,vbo,22845,Lucellestraat,Lucellestraat,LUCELLESTR,1,,2,1055 HV,Best-woning,3,46,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-41,,Verblijfsobject in gebruik,118342,488265,1941,STN02,N,542,A,49,,20-12-07,Eigendom,1-jan.,100000,Rvg Beleggingen Amsterdam B.V.,,
363010000730275,3630000004229,3630000191196,3630000730275,3630013005447,126228,1707525,1246,832698,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,2,1072 JM,Best-woning,4,62,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121348,484863,1922,ASD18,V,5903,G,0,137,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000730275,3630000004229,3630000191196,3630000730275,3630013005447,126231,1707540,1246,832707,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,2,1072 JM,Best-woning,4,62,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121348,484863,1922,ASD18,V,5906,G,0,150,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000730275,3630000004229,3630000191196,3630000730275,3630013005447,126232,1707545,1246,832710,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,2,1072 JM,Best-woning,4,62,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121348,484863,1922,ASD18,V,5907,G,0,149,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000730275,3630000004229,3630000191196,3630000730275,3630013005447,126229,1707530,1246,832701,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,2,1072 JM,Best-woning,4,62,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121348,484863,1922,ASD18,V,5904,G,0,149,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000730275,3630000004229,3630000191196,3630000730275,3630013005447,126230,1707535,1246,832704,vbo,22934,Lutmastraat,Lutmastraat,LUTMASTR,1,,2,1072 JM,Best-woning,4,62,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,121348,484863,1922,ASD18,V,5905,G,0,158,03-01-94,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000713237,3630000004059,3630000174228,3630000713237,3630013117352,152825,1664218,20850,1007294,vbo,20664,Krammerstraat,Krammerstraat,KRAMMERSTR,1,,2,1078 KG,Best-woning,4,72,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-29,,Verblijfsobject in gebruik,120955,484273,1929,ASD18,V,6913,G,0,155,05-01-93,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam V,,
363010000713241,3630000004059,3630000174232,3630000713241,3630012982464,152826,1664225,20850,1007297,vbo,20664,Krammerstraat,Krammerstraat,KRAMMERSTR,1,,H,1078 KG,Best-woning,4,73,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-29,,Verblijfsobject in gebruik,120954,484264,1929,ASD18,V,6914,G,0,157,05-01-93,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam V,,
363010000708173,3630000004016,3630000169234,3630000708173,3630013060972,250161,1057509,20837,712126,vbo,20095,Kloveniersburgwal,Kloveniersburgwal,KLOVENIERSBURGWAL,1,F,,1011 JV,Best-wooneenheden,1,50,nee,09-09-10,GV00000406,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,121812,487193,1005,ASD05,G,3162,G,0,143,22-01-97,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam G,,
363010000708175,3630000004016,3630000169236,3630000708175,3630013060972,250161,1057509,20837,712126,vbo,20095,Kloveniersburgwal,Kloveniersburgwal,KLOVENIERSBURGWAL,1,H,,1011 JV,Best-wooneenheden,1,50,nee,09-09-10,GV00000406,4,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,121816,487191,1005,ASD05,G,3162,G,0,143,22-01-97,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam G,,
363010000679724,3630000003399,3630000141406,3630000679724,3630013024835,45474,2701185,24759,1590518,vbo,17035,Jacob Melkmanstraat,Jacob Melkmanstraat,J MELKMANSTR,1,,,1063 GM,Best-woning,4,78,nee,04-02-13,GV00001616_AC00AC,0,2,Eengezinswoning,huur,Premiekoop voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-55,,Verblijfsobject in gebruik,116658,488444,1955,STN02,D,6116,G,0,15,03-12-13,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000679724,3630000003399,3630000141406,3630000679724,3630013024835,49101,2708179,24759,1581814,vbo,17035,Jacob Melkmanstraat,Jacob Melkmanstraat,J MELKMANSTR,1,,,1063 GM,Best-woning,4,78,nee,04-02-13,GV00001616_AC00AC,0,2,Eengezinswoning,huur,Premiekoop voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-55,,Verblijfsobject in gebruik,116658,488444,1955,STN02,D,3033,G,0,86,03-12-13,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000679726,3630000003399,3630000141408,3630000679726,3630012961679,49099,2532972,24759,1471591,vbo,17035,Jacob Melkmanstraat,Jacob Melkmanstraat,J MELKMANSTR,1,,,1063 GM,Best-woning,4,78,nee,04-02-13,GV00001616_AC00AC,0,2,Eengezinswoning,eigendom,Premiehuur Profit voor 1985,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-55,,Verblijfsobject in gebruik,116648,488445,1955,STN02,D,3031,G,0,90,16-08-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000691998,3630000003489,3630000153984,3630000691998,3630013005383,56426,407988,24759,462414,vbo,18201,Johan Herman Doornstraat,Johan Herman Doornstraat,J H DOORNSTR,1,,,1063 ED,Best-woning,4,62,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-53,,Verblijfsobject in gebruik,117243,488616,1953,STN02,D,2353,G,0,76,01-06-07,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000722407,3630000004161,3630000183235,3630000722407,3630013037199,373210,1142222,102920,715571,vbo,21903,Leliegracht,Leliegracht,LELIEGR,1,,2,1015 DG,Best-woning,3,54,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-33,,Verblijfsobject in gebruik,120929,487605,1933,ASD09,M,2737,G,0,101,29-12-88,Eigendom,1-jan.,100000,Vve Van Het Gebouw Leliegr.26 Te Amsterdam,,
363010000724656,3630000004184,3630000185446,3630000724656,3630013015371,407964,1160691,184000,724028,vbo,22322,Lindengracht,Lindengracht,LINDENGR,1,,3,1015 KB,Best-woning,3,45,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-32,,Verblijfsobject in gebruik,120936,488177,1932,ASD08,L,5380,G,0,171,29-12-95,Eigendom,1-jan.,100000,Vve.V/H Gebouw Lindengracht 29/31 Te Amsterdam,,
363010000712109,3630000004056,3630000173134,3630000712109,3630013037078,385152,1240694,79190,756266,vbo,20621,Kraijenhoffstraat,Kraijenhoffstraat,KRAYENHOFFSTR,1,,1,1018 RL,Best-woning,2,41,nee,09-09-10,GV00000406,1,1,Meergezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-36,,Verblijfsobject in gebruik,123843,486911,1936,ASD10,N,3137,G,0,229,28-01-94,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Van Het Gebouw Krayenhoffstraat 24-30  Beneden Te Amsterdam,,
363010000683003,3630000003412,3630000144743,3630000683003,3630013071036,189019,300092,1246,1205355,vbo,17183,James Cookstraat,James Cookstraat,J COOKSTR,1,,1,1056 RX,Best-woning,3,47,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-26,,Verblijfsobject in gebruik,118548,487274,1926,STN02,L,2818,G,0,480,03-11-93,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000683025,3630000003412,3630000144765,3630000683025,3630013026335,161363,247273,1246,1230698,vbo,17183,James Cookstraat,James Cookstraat,J COOKSTR,1,,3,1056 SB,Best-woning,4,47,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-26,,Verblijfsobject in gebruik,118573,487256,1926,STN02,L,1380,G,0,120,12-01-90,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000695263,3630000003927,3630000157023,3630000695263,3630013007486,444984,505826,289716,542446,vbo,18600,Joos Banckersweg,Joos Banckersweg,J BANCKERSWG,1,,3,1056 ER,Best-woning,7,124,nee,04-02-13,GV00001616_AC00AC,3,2,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-39,,Verblijfsobject in gebruik,118912,487730,1939,STN02,C,10820,A,101,,20-12-07,Eigendom,1-jan.,100000,Rvg Beleggingen Amsterdam B.V.,,
363010000695281,3630000003927,3630000157041,3630000695281,3630013010255,445002,505838,289716,542458,vbo,18600,Joos Banckersweg,Joos Banckersweg,J BANCKERSWG,1,,3,1056 ER,Best-woning,7,119,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-39,,Verblijfsobject in gebruik,118909,487764,1939,STN02,C,10820,A,119,,20-12-07,Eigendom,1-jan.,100000,Rvg Beleggingen Amsterdam B.V.,,
363010000695277,3630000003927,3630000157037,3630000695277,3630012982487,444998,505834,289716,542454,vbo,18600,Joos Banckersweg,Joos Banckersweg,J BANCKERSWG,1,,3,1056 ER,Best-woning,7,124,nee,04-02-13,GV00001616_AC00AC,3,2,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-39,,Verblijfsobject in gebruik,118909,487755,1939,STN02,C,10820,A,115,,20-12-07,Eigendom,1-jan.,100000,Rvg Beleggingen Amsterdam B.V.,,
363010000718863,3630000004131,3630000179770,3630000718863,3630013031733,480510,809623,24760,7135,vbo,21539,Laplacestraat,Laplacestraat,LAPLACESTR,1,,H,1098 HW,Best-woning,5,90,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-29,,Verblijfsobject in gebruik,124371,485426,1929,WTG02,B,4330,G,0,222,02-02-01,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Watergraafsmeer,,
363010000758096,3630000004683,3630000218433,3630000758096,3630013014387,13048,1195095,93256,747730,vbo,26212,Nieuwe Uilenburgerstraat,Nieuwe Uilenburgerstraat,NW UILENBURGERSTR,1,H,,1011 LM,Best-woning,2,53,nee,09-09-10,GV00000406,4,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,122282,487107,1905,ASD12,P,2703,G,0,,13-12-88,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Flatgebouw Nieuwe Uilenburgerstraat    13 Tot En Met 25 ( Oneven Nummers ) Te Amsterdam,,
363010000744146,3630000004333,3630000204763,3630000744146,3630013072975,274260,1796451,20855,980134,vbo,24333,Milletstraat,Milletstraat,MILLETSTR,1,,2,1077 ZB,Best-woning,5,106,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-38,,Verblijfsobject in gebruik,119766,484339,1938,ASD23,AB,1313,G,0,322,27-05-98,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ab,,
363010000746330,3630000003815,3630000206965,3630000746330,3630013056674,376153,1125583,1246,658331,vbo,24732,Mosplein,Mosplein,MOSPLN,1,,,1032 JX,Best-gemengde panden,7,127,nee,09-09-10,GV00000406,0,1,Eengezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-29,,Verblijfsobject in gebruik,122755,489496,1929,ASD07,K,7274,G,0,128,10-01-94,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam,,
363010000738450,3630000004278,3630000199432,3630000738450,3630013098279,48280,2701230,24759,1590538,vbo,23531,Marten Corverhof,Marten Corverhof,M CORVERHOF,1,,,1065 TH,Best-woning,3,64,nee,09-09-10,GV00000406,0,2,Eengezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-59,,Verblijfsobject in gebruik,117017,485241,1959,STN02,D,8242,G,0,92,31-12-13,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000758286,3630000004688,3630000218627,3630000758286,3630013125750,245510,1056250,68588,657536,vbo,26263,Nieuwezijds Armsteeg,Nieuwezijds Armsteeg,NIEUWEZYDS ARMSTG,1,,,1012 NB,Best-woning,2,48,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-10-86,,Verblijfsobject in gebruik,121559,487800,1986,ASD04,F,7330,G,0,1075,06-04-88,Eigendom,1-jan.,100000,V V E Nieuwe Zijds Armsteeg 15 Te Amsterdam,,
363010000758286,3630000004688,3630000218627,3630000758286,3630013125750,264212,1090517,68588,630884,vbo,26263,Nieuwezijds Armsteeg,Nieuwezijds Armsteeg,NIEUWEZYDS ARMSTG,1,,,1012 NB,Best-woning,2,48,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-10-86,,Verblijfsobject in gebruik,121559,487800,1986,ASD04,F,7292,G,0,25,06-04-88,Eigendom,1-jan.,100000,V V E Nieuwe Zijds Armsteeg 15 Te Amsterdam,,
363010000758286,3630000004688,3630000218627,3630000758286,3630013125750,245511,1056252,68588,657538,vbo,26263,Nieuwezijds Armsteeg,Nieuwezijds Armsteeg,NIEUWEZYDS ARMSTG,1,,,1012 NB,Best-woning,2,48,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-10-86,,Verblijfsobject in gebruik,121559,487800,1986,ASD04,F,7331,G,0,26,06-04-88,Eigendom,1-jan.,100000,V V E Nieuwe Zijds Armsteeg 15 Te Amsterdam,,
363010000767066,3630000004764,3630000227279,3630000767066,3630012984245,101258,2161553,24759,418429,vbo,27316,Oude Meerhof,Oude Meerhof,OUDE MEERHOF,1,,,1069 VS,Best-woning,4,80,nee,04-02-13,GV00001616_AC00AC,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-64,,Verblijfsobject in gebruik,113838,485509,1964,STN02,G,5209,G,0,104,01-05-06,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000763089,3630000004736,3630000223326,3630000763089,3630013025822,293170,2347206,20863,1357118,vbo,26883,Oosthuizenstraat,Oosthuizenstraat,OOSTHUIZENSTR,1,,,1023 TX,Best-woning,3,52,nee,04-02-13,GV00001616_AC00AC,0,1,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-27,,Verblijfsobject in gebruik,125161,489260,1927,ASD31,AL,4040,G,0,50,16-12-10,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Al,,
363010000763092,3630000004736,3630000223329,3630000763092,3630013012007,293167,1345342,20863,193090,vbo,26883,Oosthuizenstraat,Oosthuizenstraat,OOSTHUIZENSTR,1,,,1023 TX,Best-woning,3,52,nee,04-02-13,GV00001616_AC00AC,0,1,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-27,,Verblijfsobject in gebruik,125155,489273,1927,ASD31,AL,4037,G,0,50,17-05-05,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Al,,
363010000763518,3630000004742,3630000223753,3630000763518,3630013028838,283665,323913,20862,429750,vbo,26964,Opveld,Opveld,OPVELD,1,,,1082 AB,Best-woning,5,101,nee,09-09-10,GV00000406,0,2,Eengezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-61,,Verblijfsobject in gebruik,120410,481860,1961,ASD30,AK,1103,G,0,162,03-10-06,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ak,,
363010000728214,3630000004206,3630000188942,3630000728214,3630013088815,37034,1655243,20848,819966,vbo,22659,Lootsstraat,Lootsstraat,LOOTSSTR,1,,1,1053 NV,Best-woning,2,42,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,119192,486319,1907,ASD16,T,3623,G,0,86,07-01-97,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam T,,
363010000733844,3630000004254,3630000194806,3630000733844,3630012964000,523371,2456089,24759,1416199,vbo,23221,Manna de Wijs-Moutonhof,Manna de Wijs-Moutonhof,M DE W MOUTONHOF,1,,,1068 WJ,Best-woning,4,62,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-60,,Verblijfsobject in gebruik,116125,485315,1960,STN02,D,10306,G,0,70,23-01-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000753869,3630000003892,3630000214387,3630000753869,3630013038680,247130,1133036,133765,663423,vbo,25771,Noorderstraat,Noorderstraat,NOORDERSTR,1,,2,1017 TR,Best-woning,2,42,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-41,,Verblijfsobject in gebruik,121299,486069,1941,ASD06,I,9259,G,0,218,02-10-92,Eigendom,1-jan.,100000,Vve. Noorderstr.19/21/23,,
363010000753871,3630000003892,3630000214390,3630000753871,3630013038680,247130,1133036,133765,663423,vbo,25771,Noorderstraat,Noorderstraat,NOORDERSTR,1,,1,1017 TR,Best-woning,2,45,nee,09-09-10,GV00000406,1,1,Meergezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-41,,Verblijfsobject in gebruik,121302,486068,1941,ASD06,I,9259,G,0,218,02-10-92,Eigendom,1-jan.,100000,Vve. Noorderstr.19/21/23,,
363010000738289,3630000004274,3630000199265,3630000738289,3630013098393,265940,1803547,1246,1021470,vbo,23493,Marquette,Marquette,MARQUETTE,1,,,1081 AG,Best-woning,6,116,nee,09-09-10,GV00000406,0,3,Eengezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-60,,Verblijfsobject in gebruik,119624,481936,1960,ASD30,AK,392,G,0,106,01-02-90,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam,,
363010000753873,3630000003892,3630000214392,3630000753873,3630013038680,247130,1133036,133765,663423,vbo,25771,Noorderstraat,Noorderstraat,NOORDERSTR,1,,3,1017 TR,Best-woning,2,43,nee,09-09-10,GV00000406,3,1,Meergezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-41,,Verblijfsobject in gebruik,121302,486068,1941,ASD06,I,9259,G,0,218,02-10-92,Eigendom,1-jan.,100000,Vve. Noorderstr.19/21/23,,
363010000753873,3630000003892,3630000214392,3630000753873,3630013038680,247130,1133036,133765,663423,vbo,25771,Noorderstraat,Noorderstraat,NOORDERSTR,1,,3,1017 TR,Best-woning,2,43,nee,09-09-10,GV00000406,3,1,Meergezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-41,,Verblijfsobject in gebruik,121302,486068,1941,ASD06,I,9259,G,0,218,02-10-92,Eigendom,1-jan.,100000,Vve. Noorderstr.19/21/23,,
363010000732975,3630000004240,3630000193959,3630000732975,3630013092402,437528,106998,1246,1063626,vbo,23051,Magalhaensplein,Magalhaensplein,MAGALHAENSPLN,1,,3,1057 VE,Best-woning,3,52,nee,09-08-12,GV00001551,3,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-24,,Verblijfsobject in gebruik,118624,486773,1924,STN02,C,5797,G,0,119,03-02-92,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
